age,body_type,education,ethnicity,height,income,job,orientation,religion,sex,sign,status
27,,working on ph.d program,white,63,20000,science / tech / engineering,straight,christianity but not too serious about it,f,,seeing someone
25,fit,graduated from college/university,white,75,60000,sales / marketing / biz dev,straight,,m,leo but it doesn&rsquo;t matter,single
27,a little extra,graduated from masters program,white,64,40000,education / academia,straight,agnosticism,f,taurus,single
24,athletic,graduated from college/university,white,68,20000,construction / craftsmanship,bisexual,,m,gemini and it&rsquo;s fun to think about,available
39,fit,graduated from college/university,"asian, pacific islander",67,100000,,straight,agnosticism and laughing about it,m,aries and it&rsquo;s fun to think about,single
31,average,working on college/university,white,71,20000,hospitality / travel,straight,other and laughing about it,m,leo but it doesn&rsquo;t matter,single
36,fit,working on masters program,asian,62,80000,medicine / health,straight,other,f,leo and it&rsquo;s fun to think about,single
33,athletic,graduated from space camp,white,71,40000,artistic / musical / writer,gay,buddhism and laughing about it,m,cancer and it&rsquo;s fun to think about,single
53,average,,white,69,150000,computer / hardware / software,straight,judaism and laughing about it,m,aquarius but it doesn&rsquo;t matter,single
28,athletic,graduated from law school,white,68,150000,law / legal services,straight,judaism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
29,athletic,graduated from college/university,white,72,100000,executive / management,straight,atheism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,single
26,fit,working on ph.d program,asian,69,20000,student,straight,other,m,,single
23,thin,graduated from college/university,white,71,20000,other,straight,,m,libra and it&rsquo;s fun to think about,single
28,average,graduated from masters program,indian,70,30000,political / government,straight,other and very serious about it,m,virgo but it doesn&rsquo;t matter,single
25,,working on college/university,white,66,20000,student,straight,christianity but not too serious about it,m,virgo but it doesn&rsquo;t matter,single
31,athletic,graduated from college/university,black,71,100000,medicine / health,straight,other and very serious about it,m,aries and it&rsquo;s fun to think about,single
20,overweight,working on college/university,other,71,30000,artistic / musical / writer,straight,atheism and laughing about it,f,capricorn but it doesn&rsquo;t matter,single
32,average,working on ph.d program,,69,20000,science / tech / engineering,straight,agnosticism and somewhat serious about it,m,taurus,single
25,curvy,working on college/university,white,63,20000,other,straight,other,f,taurus and it&rsquo;s fun to think about,single
35,fit,graduated from masters program,white,65,50000,education / academia,straight,agnosticism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,single
41,thin,graduated from college/university,white,64,70000,education / academia,straight,judaism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,single
28,,working on ph.d program,middle eastern,63,20000,education / academia,gay,atheism and laughing about it,f,libra and it&rsquo;s fun to think about,seeing someone
21,a little extra,graduated from high school,white,63,20000,hospitality / travel,straight,other and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,single
35,average,graduated from two-year college,black,72,50000,construction / craftsmanship,straight,catholicism but not too serious about it,m,gemini and it&rsquo;s fun to think about,single
40,athletic,graduated from college/university,white,69,150000,executive / management,straight,,m,capricorn and it&rsquo;s fun to think about,single
32,fit,graduated from masters program,white,68,60000,artistic / musical / writer,straight,agnosticism,m,sagittarius,single
22,skinny,working on two-year college,"native american, pacific islander, hispanic / latin, white, other",65,20000,student,straight,buddhism and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,single
47,thin,graduated from masters program,white,64,50000,medicine / health,straight,buddhism and laughing about it,f,virgo and it&rsquo;s fun to think about,single
31,a little extra,graduated from college/university,white,69,150000,computer / hardware / software,straight,,m,leo but it doesn&rsquo;t matter,single
42,a little extra,,white,66,60000,other,straight,other and laughing about it,m,libra but it doesn&rsquo;t matter,seeing someone
28,thin,working on ph.d program,asian,71,20000,student,straight,,m,,single
40,average,graduated from masters program,white,71,100000,banking / financial / real estate,straight,agnosticism,m,capricorn but it doesn&rsquo;t matter,single
27,average,graduated from two-year college,white,68,40000,entertainment / media,straight,,m,leo but it doesn&rsquo;t matter,single
43,athletic,graduated from two-year college,white,70,50000,sales / marketing / biz dev,straight,,m,,single
29,fit,graduated from college/university,white,68,70000,sales / marketing / biz dev,straight,atheism and laughing about it,m,scorpio,single
27,fit,graduated from two-year college,white,72,30000,artistic / musical / writer,straight,other and very serious about it,m,leo but it doesn&rsquo;t matter,single
24,fit,working on college/university,white,67,70000,medicine / health,straight,catholicism and somewhat serious about it,f,virgo and it&rsquo;s fun to think about,single
21,athletic,working on college/university,black,67,50000,sales / marketing / biz dev,straight,christianity,m,scorpio and it&rsquo;s fun to think about,single
23,average,working on college/university,white,67,20000,clerical / administrative,bisexual,agnosticism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,seeing someone
32,athletic,graduated from college/university,white,74,100000,sales / marketing / biz dev,straight,other,m,gemini and it&rsquo;s fun to think about,single
26,thin,graduated from college/university,white,66,20000,artistic / musical / writer,gay,atheism and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,single
30,average,working on two-year college,white,70,30000,hospitality / travel,straight,,m,sagittarius but it doesn&rsquo;t matter,single
20,full figured,graduated from high school,black,65,20000,,gay,christianity and somewhat serious about it,f,capricorn but it doesn&rsquo;t matter,single
24,average,graduated from two-year college,"asian, pacific islander, white",66,20000,medicine / health,straight,other and laughing about it,f,pisces and it&rsquo;s fun to think about,single
37,full figured,graduated from masters program,indian,66,60000,executive / management,straight,catholicism but not too serious about it,f,taurus and it&rsquo;s fun to think about,single
20,average,,asian,69,20000,student,gay,,m,taurus but it doesn&rsquo;t matter,single
48,athletic,graduated from college/university,white,74,100000,computer / hardware / software,straight,atheism and somewhat serious about it,m,pisces but it doesn&rsquo;t matter,available
41,,working on two-year college,white,70,20000,student,straight,,m,aries and it&rsquo;s fun to think about,single
43,a little extra,dropped out of space camp,"black, white, other",76,20000,artistic / musical / writer,gay,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,single
31,average,working on college/university,white,65,30000,hospitality / travel,gay,,f,gemini and it&rsquo;s fun to think about,single
28,athletic,working on college/university,white,70,20000,student,straight,,m,aries and it matters a lot,seeing someone
22,a little extra,working on two-year college,"white, other",79,20000,sales / marketing / biz dev,straight,christianity and very serious about it,m,cancer and it&rsquo;s fun to think about,single
43,curvy,two-year college,black,67,70000,entertainment / media,straight,,f,leo,single
42,average,graduated from college/university,"black, other",65,100000,banking / financial / real estate,straight,christianity,f,,single
26,fit,graduated from masters program,indian,64,100000,computer / hardware / software,straight,hinduism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,single
32,average,graduated from college/university,white,80,80000,entertainment / media,straight,atheism and laughing about it,m,pisces but it doesn&rsquo;t matter,single
46,,graduated from college/university,white,68,100000,computer / hardware / software,straight,judaism but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
28,fit,graduated from masters program,white,73,80000,science / tech / engineering,straight,christianity but not too serious about it,m,cancer and it&rsquo;s fun to think about,single
52,fit,working on space camp,white,67,80000,artistic / musical / writer,straight,buddhism but not too serious about it,f,cancer but it doesn&rsquo;t matter,single
22,fit,working on two-year college,,72,20000,,straight,,m,leo,single
28,,graduated from masters program,,71,100000,science / tech / engineering,straight,atheism and laughing about it,m,cancer,single
38,athletic,graduated from college/university,white,70,80000,executive / management,straight,,m,gemini and it&rsquo;s fun to think about,available
22,thin,working on college/university,white,76,20000,entertainment / media,straight,atheism,m,taurus but it doesn&rsquo;t matter,single
24,average,,asian,66,20000,other,straight,,m,aries but it doesn&rsquo;t matter,single
24,full figured,working on college/university,white,67,20000,student,gay,other and somewhat serious about it,f,aquarius but it doesn&rsquo;t matter,single
38,skinny,graduated from college/university,,74,20000,other,straight,other and laughing about it,m,gemini and it&rsquo;s fun to think about,single
36,average,graduated from college/university,white,64,40000,artistic / musical / writer,straight,agnosticism and laughing about it,f,virgo,single
46,athletic,graduated from college/university,white,74,80000,education / academia,straight,other,m,gemini and it&rsquo;s fun to think about,single
35,,graduated from college/university,hispanic / latin,65,40000,education / academia,straight,other and laughing about it,f,capricorn but it doesn&rsquo;t matter,single
25,fit,graduated from masters program,white,74,80000,banking / financial / real estate,straight,,m,,single
28,fit,graduated from masters program,"asian, indian",71,100000,science / tech / engineering,straight,,m,taurus and it&rsquo;s fun to think about,single
31,average,graduated from masters program,asian,67,150000,executive / management,straight,,f,,single
31,a little extra,graduated from college/university,white,64,40000,clerical / administrative,straight,other and laughing about it,f,aries and it&rsquo;s fun to think about,single
33,skinny,working on masters program,,70,20000,student,straight,atheism and somewhat serious about it,m,gemini but it doesn&rsquo;t matter,single
26,athletic,working on college/university,"black, native american",65,20000,other,straight,,f,,seeing someone
21,average,working on two-year college,white,62,20000,artistic / musical / writer,straight,,f,taurus but it doesn&rsquo;t matter,single
29,average,graduated from college/university,white,70,20000,artistic / musical / writer,straight,,m,taurus but it doesn&rsquo;t matter,single
30,athletic,,white,73,80000,science / tech / engineering,straight,,m,leo,single
43,average,graduated from college/university,white,78,60000,education / academia,straight,agnosticism but not too serious about it,m,pisces but it doesn&rsquo;t matter,single
28,fit,graduated from college/university,white,73,70000,science / tech / engineering,bisexual,agnosticism but not too serious about it,m,aries but it doesn&rsquo;t matter,single
32,a little extra,working on two-year college,white,76,50000,science / tech / engineering,straight,atheism but not too serious about it,m,leo but it doesn&rsquo;t matter,single
29,athletic,graduated from college/university,asian,75,100000,banking / financial / real estate,straight,,m,,single
35,average,college/university,white,73,80000,other,straight,agnosticism and somewhat serious about it,f,scorpio,single
50,fit,graduated from masters program,white,76,70000,education / academia,straight,other but not too serious about it,m,scorpio but it doesn&rsquo;t matter,single
38,average,graduated from college/university,white,82,100000,other,straight,other but not too serious about it,m,pisces but it doesn&rsquo;t matter,single
48,athletic,graduated from college/university,"black, native american",76,70000,education / academia,straight,other,m,taurus but it doesn&rsquo;t matter,single
45,athletic,graduated from masters program,white,74,100000,sales / marketing / biz dev,straight,christianity,m,gemini,single
55,average,graduated from college/university,white,78,100000,science / tech / engineering,straight,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,single
55,fit,graduated from masters program,white,77,100000,executive / management,gay,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
50,athletic,graduated from masters program,white,76,100000,other,straight,agnosticism and laughing about it,m,pisces,single
51,thin,graduated from masters program,white,78,80000,education / academia,straight,catholicism and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,single
48,curvy,graduated from college/university,other,66,100000,entertainment / media,straight,catholicism but not too serious about it,f,taurus and it&rsquo;s fun to think about,single
36,a little extra,graduated from masters program,white,64,20000,other,straight,other but not too serious about it,f,gemini and it&rsquo;s fun to think about,single
28,,working on college/university,black,70,60000,entertainment / media,gay,,m,gemini and it&rsquo;s fun to think about,single
44,athletic,graduated from masters program,"black, native american",66,40000,education / academia,straight,catholicism but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,single
24,thin,dropped out of two-year college,white,69,20000,artistic / musical / writer,gay,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,single
39,average,,asian,71,70000,,straight,,m,,single
25,average,working on two-year college,asian,72,30000,student,straight,other,m,virgo,single
45,athletic,graduated from college/university,white,72,100000,computer / hardware / software,straight,agnosticism,m,cancer,single
43,fit,college/university,white,71,80000,construction / craftsmanship,straight,other,m,cancer and it&rsquo;s fun to think about,single
21,curvy,working on college/university,"asian, white",66,20000,student,straight,atheism and laughing about it,f,virgo but it doesn&rsquo;t matter,single
56,average,,,62,80000,executive / management,straight,christianity and laughing about it,f,scorpio and it&rsquo;s fun to think about,single
32,average,dropped out of two-year college,other,66,20000,construction / craftsmanship,straight,judaism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,seeing someone
23,a little extra,dropped out of two-year college,white,73,20000,law / legal services,straight,other but not too serious about it,m,aries and it&rsquo;s fun to think about,single
37,a little extra,graduated from space camp,asian,71,60000,computer / hardware / software,straight,atheism and very serious about it,m,aries and it&rsquo;s fun to think about,single
33,athletic,working on ph.d program,asian,68,20000,student,gay,other,m,pisces,single
39,athletic,graduated from two-year college,white,75,40000,construction / craftsmanship,straight,other and laughing about it,m,cancer and it&rsquo;s fun to think about,single
36,athletic,graduated from two-year college,white,71,150000,construction / craftsmanship,straight,,m,virgo,single
23,overweight,working on college/university,"hispanic / latin, white",67,30000,executive / management,straight,catholicism but not too serious about it,m,sagittarius,single
29,average,graduated from college/university,hispanic / latin,67,20000,artistic / musical / writer,straight,catholicism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,single
28,average,graduated from college/university,,72,20000,,straight,,m,,single
56,average,graduated from two-year college,asian,64,40000,hospitality / travel,straight,catholicism but not too serious about it,m,leo but it doesn&rsquo;t matter,single
29,fit,graduated from law school,white,67,20000,unemployed,bisexual,other but not too serious about it,f,capricorn and it&rsquo;s fun to think about,single
34,curvy,graduated from college/university,white,65,20000,unemployed,straight,,f,cancer but it doesn&rsquo;t matter,single
32,athletic,working on college/university,white,70,100000,science / tech / engineering,straight,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,available
40,average,graduated from space camp,white,71,80000,computer / hardware / software,straight,atheism and laughing about it,m,scorpio but it doesn&rsquo;t matter,single
31,average,working on college/university,black,72,50000,student,straight,agnosticism but not too serious about it,m,leo and it&rsquo;s fun to think about,single
34,average,dropped out of college/university,white,69,50000,other,straight,other and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,single
38,a little extra,dropped out of college/university,,68,20000,medicine / health,straight,other and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,available
40,curvy,,hispanic / latin,63,50000,banking / financial / real estate,straight,catholicism but not too serious about it,f,aries but it doesn&rsquo;t matter,single
28,fit,dropped out of masters program,white,70,50000,sales / marketing / biz dev,gay,agnosticism and laughing about it,m,capricorn but it doesn&rsquo;t matter,single
27,average,graduated from college/university,white,69,20000,transportation,bisexual,agnosticism and laughing about it,m,scorpio,single
30,athletic,graduated from college/university,asian,69,80000,law / legal services,straight,,m,,single
53,a little extra,graduated from high school,,66,80000,transportation,straight,catholicism and somewhat serious about it,m,capricorn but it doesn&rsquo;t matter,single
29,skinny,graduated from college/university,asian,65,60000,banking / financial / real estate,straight,christianity and laughing about it,f,sagittarius but it doesn&rsquo;t matter,available
47,athletic,graduated from college/university,white,70,80000,construction / craftsmanship,straight,,m,scorpio,single
39,athletic,graduated from masters program,white,69,150000,computer / hardware / software,straight,catholicism,m,scorpio,single
60,fit,graduated from two-year college,white,69,100000,medicine / health,straight,christianity but not too serious about it,m,virgo,single
44,athletic,graduated from college/university,white,72,100000,executive / management,straight,agnosticism,m,aquarius,single
29,athletic,working on high school,black,75,20000,other,straight,,m,gemini and it&rsquo;s fun to think about,single
27,average,graduated from masters program,"hispanic / latin, white",68,100000,computer / hardware / software,straight,agnosticism but not too serious about it,m,virgo and it&rsquo;s fun to think about,single
23,thin,working on college/university,asian,74,70000,computer / hardware / software,straight,agnosticism and laughing about it,m,leo but it doesn&rsquo;t matter,seeing someone
26,fit,working on college/university,white,75,20000,student,straight,other and very serious about it,m,pisces and it&rsquo;s fun to think about,available
50,athletic,,other,70,100000,banking / financial / real estate,straight,other,m,gemini,single
29,fit,graduated from college/university,white,67,70000,computer / hardware / software,straight,,m,leo but it doesn&rsquo;t matter,single
55,fit,graduated from college/university,white,65,100000,banking / financial / real estate,straight,christianity but not too serious about it,m,aries and it&rsquo;s fun to think about,single
38,a little extra,graduated from high school,white,70,20000,education / academia,straight,christianity and very serious about it,m,taurus and it&rsquo;s fun to think about,single
39,average,graduated from college/university,"white, other",67,20000,sales / marketing / biz dev,bisexual,other and somewhat serious about it,f,aquarius,single
31,curvy,graduated from college/university,white,61,30000,other,straight,other but not too serious about it,f,scorpio and it&rsquo;s fun to think about,single
37,average,graduated from college/university,white,71,70000,sales / marketing / biz dev,straight,christianity and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,single
36,fit,graduated from college/university,white,67,100000,other,straight,atheism,f,leo and it&rsquo;s fun to think about,single
27,average,graduated from high school,white,64,20000,artistic / musical / writer,straight,atheism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,single
41,average,two-year college,hispanic / latin,69,50000,transportation,straight,catholicism but not too serious about it,m,gemini,single
26,full figured,graduated from college/university,black,63,30000,banking / financial / real estate,straight,christianity but not too serious about it,f,leo but it doesn&rsquo;t matter,single
21,average,,"asian, middle eastern",70,20000,retired,bisexual,islam,m,leo,married
24,fit,working on college/university,hispanic / latin,65,40000,medicine / health,straight,buddhism,f,,single
24,average,graduated from high school,white,74,40000,other,straight,,m,libra,single
58,a little extra,graduated from high school,black,67,40000,education / academia,straight,christianity and very serious about it,f,scorpio but it doesn&rsquo;t matter,single
25,average,graduated from two-year college,black,65,20000,medicine / health,straight,,f,gemini and it&rsquo;s fun to think about,single
55,curvy,working on college/university,"white, other",64,80000,other,straight,catholicism but not too serious about it,f,gemini and it&rsquo;s fun to think about,single
36,overweight,,hispanic / latin,66,20000,other,straight,other,f,libra and it&rsquo;s fun to think about,single
38,average,graduated from masters program,asian,64,60000,sales / marketing / biz dev,straight,other,f,aries and it&rsquo;s fun to think about,single
35,average,graduated from college/university,other,67,100000,,straight,,f,taurus and it&rsquo;s fun to think about,single
38,thin,graduated from college/university,white,68,70000,artistic / musical / writer,straight,other and somewhat serious about it,m,cancer and it&rsquo;s fun to think about,single
42,full figured,graduated from college/university,white,68,50000,other,straight,other,f,aquarius and it&rsquo;s fun to think about,single
28,average,graduated from masters program,hispanic / latin,62,70000,transportation,straight,other but not too serious about it,f,aquarius and it&rsquo;s fun to think about,single
35,athletic,graduated from college/university,,70,100000,computer / hardware / software,straight,agnosticism,m,aquarius,single
44,athletic,graduated from ph.d program,white,72,100000,science / tech / engineering,straight,atheism and laughing about it,m,,single
38,athletic,graduated from college/university,white,75,80000,executive / management,straight,,m,,single
44,fit,graduated from college/university,black,68,30000,education / academia,straight,,f,cancer,single
37,athletic,graduated from college/university,pacific islander,70,40000,artistic / musical / writer,straight,catholicism but not too serious about it,m,cancer but it doesn&rsquo;t matter,single
20,skinny,dropped out of college/university,"black, native american",68,50000,artistic / musical / writer,straight,atheism and somewhat serious about it,m,libra and it&rsquo;s fun to think about,single
33,curvy,working on college/university,asian,61,20000,banking / financial / real estate,straight,christianity and very serious about it,f,virgo but it doesn&rsquo;t matter,single
56,athletic,graduated from college/university,white,59,70000,other,straight,other and laughing about it,f,taurus and it&rsquo;s fun to think about,single
20,average,graduated from high school,black,66,20000,student,straight,christianity but not too serious about it,m,libra,single
24,fit,graduated from college/university,white,65,40000,education / academia,straight,catholicism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,single
31,curvy,graduated from masters program,"asian, white",63,30000,education / academia,straight,buddhism,f,scorpio,single
33,average,working on college/university,black,72,30000,other,bisexual,buddhism and somewhat serious about it,m,libra but it doesn&rsquo;t matter,seeing someone
41,fit,graduated from college/university,white,71,150000,sales / marketing / biz dev,straight,other and laughing about it,f,libra and it&rsquo;s fun to think about,single
40,average,working on college/university,white,63,20000,clerical / administrative,straight,catholicism but not too serious about it,f,cancer,single
21,a little extra,working on college/university,white,62,20000,student,straight,atheism,f,libra and it&rsquo;s fun to think about,single
30,athletic,graduated from college/university,white,68,60000,student,straight,agnosticism and laughing about it,m,aries and it&rsquo;s fun to think about,single
59,average,graduated from college/university,white,63,80000,medicine / health,straight,other but not too serious about it,f,gemini but it doesn&rsquo;t matter,single
30,used up,working on two-year college,white,70,20000,computer / hardware / software,straight,other and laughing about it,m,pisces,single
39,a little extra,working on ph.d program,white,60,80000,medicine / health,straight,agnosticism and somewhat serious about it,f,gemini but it doesn&rsquo;t matter,single
62,thin,graduated from college/university,white,68,50000,computer / hardware / software,straight,,f,aries,single
43,average,college/university,white,66,60000,computer / hardware / software,straight,agnosticism,f,leo,single
25,average,graduated from college/university,white,67,40000,sales / marketing / biz dev,straight,agnosticism and somewhat serious about it,f,sagittarius and it&rsquo;s fun to think about,single
27,average,graduated from college/university,asian,61,20000,medicine / health,straight,buddhism but not too serious about it,f,gemini but it doesn&rsquo;t matter,single
28,athletic,graduated from masters program,white,72,150000,,straight,,m,aquarius,single
33,athletic,graduated from college/university,"asian, pacific islander, white",70,100000,sales / marketing / biz dev,straight,other,m,gemini,single
21,jacked,working on college/university,white,73,150000,entertainment / media,straight,,m,libra and it&rsquo;s fun to think about,single
32,athletic,graduated from college/university,white,74,100000,science / tech / engineering,straight,atheism,m,cancer but it doesn&rsquo;t matter,single
29,fit,working on masters program,white,75,40000,banking / financial / real estate,straight,,m,pisces and it&rsquo;s fun to think about,single
33,athletic,graduated from masters program,asian,68,80000,sales / marketing / biz dev,straight,buddhism and laughing about it,m,libra and it&rsquo;s fun to think about,single
31,jacked,graduated from college/university,white,71,80000,entertainment / media,bisexual,agnosticism and laughing about it,f,sagittarius and it&rsquo;s fun to think about,single
27,,graduated from two-year college,,65,50000,political / government,gay,atheism,f,,single
30,a little extra,graduated from space camp,other,76,70000,computer / hardware / software,straight,other and very serious about it,m,aquarius and it matters a lot,single
36,thin,graduated from masters program,"hispanic / latin, white",64,40000,artistic / musical / writer,bisexual,catholicism but not too serious about it,f,virgo but it doesn&rsquo;t matter,single
29,a little extra,graduated from college/university,white,71,150000,science / tech / engineering,straight,other and laughing about it,m,libra and it&rsquo;s fun to think about,single
21,average,working on college/university,"asian, native american, pacific islander, white, other",64,20000,other,straight,christianity but not too serious about it,f,taurus and it&rsquo;s fun to think about,single
31,fit,graduated from college/university,asian,69,70000,computer / hardware / software,straight,atheism and laughing about it,m,,single
32,fit,graduated from masters program,indian,69,150000,sales / marketing / biz dev,straight,hinduism but not too serious about it,m,leo but it doesn&rsquo;t matter,single
24,athletic,graduated from space camp,"pacific islander, white",72,50000,computer / hardware / software,straight,catholicism but not too serious about it,m,virgo but it doesn&rsquo;t matter,single
18,skinny,working on high school,white,70,20000,student,straight,atheism but not too serious about it,m,cancer and it&rsquo;s fun to think about,single
38,fit,graduated from masters program,indian,72,150000,entertainment / media,straight,atheism but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
30,,working on masters program,,65,20000,other,bisexual,catholicism and laughing about it,f,leo,seeing someone
30,skinny,graduated from college/university,white,76,20000,student,straight,other and laughing about it,m,gemini but it doesn&rsquo;t matter,single
35,fit,graduated from med school,asian,72,150000,medicine / health,straight,agnosticism and laughing about it,m,gemini but it doesn&rsquo;t matter,single
40,average,graduated from law school,"hispanic / latin, white",62,100000,law / legal services,straight,catholicism but not too serious about it,f,aquarius and it&rsquo;s fun to think about,single
39,average,graduated from college/university,white,73,100000,artistic / musical / writer,straight,catholicism but not too serious about it,m,,single
26,fit,working on ph.d program,hispanic / latin,68,20000,medicine / health,straight,other but not too serious about it,m,libra and it&rsquo;s fun to think about,single
29,used up,graduated from ph.d program,white,71,70000,science / tech / engineering,straight,atheism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,available
29,,graduated from college/university,white,75,150000,computer / hardware / software,straight,,m,gemini but it doesn&rsquo;t matter,single
27,fit,dropped out of ph.d program,white,73,100000,science / tech / engineering,straight,,m,,single
35,fit,dropped out of college/university,asian,69,40000,sales / marketing / biz dev,straight,christianity and somewhat serious about it,m,aquarius and it&rsquo;s fun to think about,single
36,curvy,graduated from college/university,"hispanic / latin, white",65,80000,computer / hardware / software,bisexual,agnosticism but not too serious about it,f,pisces but it doesn&rsquo;t matter,married
33,athletic,graduated from college/university,,69,100000,science / tech / engineering,straight,christianity,f,,single
29,thin,graduated from masters program,asian,63,80000,political / government,straight,agnosticism,f,libra but it doesn&rsquo;t matter,single
55,average,graduated from college/university,white,69,20000,artistic / musical / writer,gay,christianity and somewhat serious about it,m,aries and it&rsquo;s fun to think about,single
43,thin,ph.d program,white,62,70000,other,straight,judaism,f,gemini,single
23,average,working on college/university,,73,20000,student,bisexual,agnosticism and somewhat serious about it,m,leo and it&rsquo;s fun to think about,seeing someone
32,used up,working on college/university,black,63,20000,artistic / musical / writer,straight,atheism and somewhat serious about it,f,scorpio but it doesn&rsquo;t matter,single
29,average,graduated from college/university,asian,68,40000,hospitality / travel,straight,,m,aries,single
42,fit,graduated from college/university,white,68,70000,education / academia,straight,other and laughing about it,f,pisces,single
35,fit,graduated from college/university,white,70,100000,sales / marketing / biz dev,straight,catholicism but not too serious about it,f,sagittarius,single
28,thin,graduated from college/university,white,66,60000,education / academia,straight,agnosticism and laughing about it,f,libra and it&rsquo;s fun to think about,single
27,fit,working on masters program,asian,67,20000,science / tech / engineering,straight,atheism,f,leo and it&rsquo;s fun to think about,single
36,curvy,graduated from college/university,"native american, hispanic / latin, white",65,50000,education / academia,bisexual,other,f,virgo but it doesn&rsquo;t matter,single
49,thin,graduated from two-year college,"asian, black, white",64,50000,medicine / health,straight,other,f,,single
36,average,graduated from college/university,indian,67,100000,computer / hardware / software,straight,,m,gemini but it doesn&rsquo;t matter,single
42,fit,graduated from college/university,asian,67,150000,executive / management,straight,agnosticism but not too serious about it,m,,single
25,average,graduated from college/university,indian,73,100000,banking / financial / real estate,straight,other but not too serious about it,m,capricorn and it&rsquo;s fun to think about,single
38,fit,graduated from college/university,white,70,150000,entertainment / media,straight,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,single
52,curvy,college/university,white,70,20000,education / academia,straight,other,f,aries,single
31,athletic,graduated from college/university,white,69,20000,artistic / musical / writer,straight,,m,capricorn and it&rsquo;s fun to think about,available
35,athletic,working on masters program,white,70,100000,sales / marketing / biz dev,straight,,m,capricorn,single
20,average,working on college/university,black,62,20000,student,straight,christianity but not too serious about it,f,taurus and it matters a lot,single
40,overweight,graduated from ph.d program,indian,71,150000,science / tech / engineering,straight,agnosticism and laughing about it,m,capricorn but it doesn&rsquo;t matter,single
32,skinny,college/university,"white, other",67,50000,entertainment / media,straight,,f,pisces and it&rsquo;s fun to think about,single
29,average,graduated from college/university,white,72,60000,construction / craftsmanship,straight,catholicism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,single
44,athletic,graduated from ph.d program,white,68,80000,education / academia,straight,buddhism and laughing about it,f,libra and it&rsquo;s fun to think about,single
66,full figured,dropped out of college/university,white,65,20000,artistic / musical / writer,bisexual,other,f,leo and it&rsquo;s fun to think about,single
53,fit,graduated from masters program,,65,40000,medicine / health,straight,other and somewhat serious about it,f,scorpio and it&rsquo;s fun to think about,available
20,athletic,working on college/university,white,74,20000,education / academia,straight,,m,taurus and it&rsquo;s fun to think about,single
35,a little extra,working on law school,other,74,80000,science / tech / engineering,straight,judaism,m,gemini,single
28,jacked,graduated from masters program,asian,65,50000,science / tech / engineering,straight,,m,taurus but it doesn&rsquo;t matter,single
25,average,graduated from college/university,white,70,40000,entertainment / media,straight,agnosticism but not too serious about it,m,cancer,single
38,overweight,graduated from college/university,white,72,80000,entertainment / media,straight,atheism but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
20,average,working on two-year college,white,68,20000,other,straight,catholicism but not too serious about it,f,virgo and it&rsquo;s fun to think about,single
29,athletic,graduated from college/university,"white, other",71,40000,entertainment / media,straight,christianity but not too serious about it,m,capricorn and it&rsquo;s fun to think about,single
23,,working on college/university,indian,70,20000,other,straight,,m,taurus but it doesn&rsquo;t matter,single
34,curvy,graduated from college/university,white,65,60000,hospitality / travel,straight,,f,pisces,single
45,average,graduated from masters program,white,64,100000,other,straight,judaism and somewhat serious about it,f,gemini and it&rsquo;s fun to think about,single
24,full figured,working on masters program,pacific islander,74,50000,education / academia,straight,christianity,f,cancer,single
28,average,graduated from college/university,asian,70,100000,banking / financial / real estate,straight,christianity,m,,single
30,average,college/university,other,70,30000,entertainment / media,straight,,m,scorpio and it&rsquo;s fun to think about,single
26,average,dropped out of college/university,"hispanic / latin, white",70,40000,military,straight,agnosticism and laughing about it,m,aries but it doesn&rsquo;t matter,single
29,athletic,graduated from masters program,white,73,20000,artistic / musical / writer,straight,,m,aries,single
25,fit,graduated from college/university,"pacific islander, hispanic / latin, white",65,40000,sales / marketing / biz dev,straight,,f,,single
